id,product_code_id,premarket_preview_id
4598,POM,OHT5
4599,CGT,DCTD
4600,LZR,DHT1A
4601,LZR,OHT1
4602,PWX,DHT3C
4603,PWX,OHT3
4604,HYO,OIR
4605,MZP,DMD
4606,JKR,DCTD
4607,JHL,DCTD
4608,MDA,DHT4B
4609,MDA,OHT4
4610,CJF,DCTD
4611,OAO,CBER
4612,DPQ,DCTD
4613,GED,DHT4B
4614,GED,OHT4
4615,DGR,DIHD
4616,KJS,OIR
4617,HPB,DHT1A
4618,HPB,OHT1
4619,DCO,DIHD
4620,LEM,DHT5A
4621,LEM,OHT5
4622,NXD,DMD
4623,IKZ,DHT5B
4624,IKZ,OHT5
4625,FXX,DHT4B
4626,FXX,OHT4
4627,KRS,OHT6
4628,KRS,DHT6A
4629,KSL,CBER
4630,PQJ,DHT1A
4631,PQJ,OHT1
4632,NAD,DHT4B
4633,NAD,OHT4
4634,EXE,OHT3
4635,EXE,DHT3A
4636,JXM,DCTD
4637,DYW,DHT1B
4638,DYW,OHT1
4639,MIX,DHT1C
4640,MIX,OHT1
4641,EHY,DHT1B
4642,EHY,OHT1
4643,JSF,DMD
4644,GXC,DHT5B
4645,GXC,OHT5
4646,KIG,OHT6
4647,KIG,DHT6A
4648,FJQ,OHT3
4649,FJQ,DHT3A
4650,KXM,OHT3
4651,KXM,DHT3A
4652,KGX,DHT4B
4653,KGX,OHT4
4654,EZS,OHT3
4655,EZS,DHT3A
4656,BYG,DHT1C
4657,BYG,OHT1
4658,KBY,DHT1C
4659,KBY,OHT1
4660,PRC,DHT2B
4661,PRC,OHT2
4662,IDN,OIR
4663,PAP,DHT2B
4664,PAP,OHT2
4665,IBL,OIR
4666,FID,OHT3
4667,FID,DHT3A
4668,PPO,OHT3
4669,PPO,DHT3A
4670,HZL,OIR
4671,HMT,DHT4B
4672,HMT,OHT4
4673,LIG,DCTD
4674,CJL,DCTD
4675,MJV,DHT1C
4676,MJV,OHT1
4677,PKF,OHT3
4678,PKF,DHT3B
4679,LBC,OHT6
4680,LBC,DHT6A
4681,DDE,DIHD
4682,GQD,DMD
4683,NQX,DMD
4684,JNS,DCTD
4685,JDW,DHT6B
4686,JDW,OHT6
4687,EFN,DHT1B
4688,EFN,OHT1
4689,PBQ,OHT3
4690,PBQ,DHT3B
4691,ICN,OIR
4692,FIW,OHT3
4693,FIW,DHT3A
4694,PGX,DMD
4695,HSB,OHT6
4696,HSB,DHT6A
4697,OJA,DHT3C
4698,OJA,OHT3
4699,GTB,DMD
4700,OES,DHT2A
4701,OES,OHT2
4702,NWA,DHT4A
4703,NWA,OHT4
4704,GWB,DMD
4705,NIM,OHT2
4706,NIM,DHT2C
4707,DXN,DHT2A
4708,DXN,OHT2
4709,EYH,OHT3
4710,EYH,DHT3B
4711,LBR,DCTD
4712,CJZ,DCTD
4713,DBL,DIHD
4714,OCM,DHT2A
4715,OCM,OHT2
4716,EHS,DHT1B
4717,EHS,OHT1
4718,DNC,DCTD
4719,HBN,DHT5A
4720,HBN,OHT5
4721,LQR,OHT3
4722,LQR,DHT3A
4723,JWY,DMD
4724,IAD,OIR
4725,LDN,DCTD
4726,JKL,DCTD
4727,HHX,OHT3
4728,HHX,DHT3B
4729,NAM,OHT3
4730,NAM,DHT3B
4731,HTF,DHT4A
4732,HTF,OHT4
4733,PLR,DHT6B
4734,PLR,OHT6
4735,EME,DHT1B
4736,EME,OHT1
4737,CBF,DHT1C
4738,CBF,OHT1
4739,BYP,DHT1C
4740,BYP,OHT1
4741,KAH,DHT1C
4742,KAH,OHT1
4743,PZV,CBER
4744,LMY,DCTD
4745,MMF,DHT1A
4746,MMF,OHT1
4747,JYB,DHT1C
4748,JYB,OHT1
4749,GNG,DMD
4750,OOA,OHT3
4751,OOA,DHT3B
4752,BZW,DHT1C
4753,BZW,OHT1
4754,CAD,DHT1C
4755,CAD,OHT1
4756,GLY,DIHD
4757,FRF,DHT4B
4758,FRF,OHT4
4759,JDD,OHT6
4760,JDD,DHT6A
4761,DKB,DCTD
4762,KJD,OIR
4763,QDZ,DMD
4764,OGJ,DHT1C
4765,OGJ,OHT1
4766,LQO,DMD
4767,KDA,DHT4B
4768,KDA,OHT4
4769,HJS,DHT1A
4770,HJS,OHT1
4771,GHA,DIHD
4772,EWL,DHT1C
4773,EWL,OHT1
4774,EKG,DHT1B
4775,EKG,OHT1
4776,QFV,DHT2A
4777,QFV,OHT2
4778,FWY,DHT4A
4779,FWY,OHT4
4780,FTJ,OHT3
4781,FTJ,DHT3A
4782,OWQ,DHT2A
4783,OWQ,OHT2
4784,JHJ,DCTD
4785,DXR,DHT2A
4786,DXR,OHT2
4787,MDE,DMD
4788,DDK,DIHD
4789,NXT,OHT6
4790,NXT,DHT6A
4791,NEW,DHT4B
4792,NEW,OHT4
4793,NWQ,OHT3
4794,NWQ,DHT3B
4795,MQC,DHT1B
4796,MQC,OHT1
4797,MIA,DHT1C
4798,MIA,OHT1
4799,LWJ,OHT6
4800,LWJ,DHT6A
4801,OYV,DIHD
4802,DZC,DHT1B
4803,DZC,OHT1
4804,PRB,OIR
4805,MPO,DHT5B
4806,MPO,OHT5
4807,QEY,OHT2
4808,QEY,DHT2C
4809,GNH,DMD
4810,DZP,DHT1B
4811,DZP,OHT1
4812,MBT,DMD
4813,ECT,DHT1B
4814,ECT,OHT1
4815,LJG,DMD
4816,LRA,DHT1C
4817,LRA,OHT1
4818,FDS,OHT3
4819,FDS,DHT3A
4820,CDG,DCTD
4821,MPN,DHT4B
4822,MPN,OHT4
4823,OZA,DMD
4824,HQR,DHT1A
4825,HQR,OHT1
4826,CBG,DHT1C
4827,CBG,OHT1
4828,KWY,OHT6
4829,KWY,DHT6A
4830,EKB,DHT1B
4831,EKB,OHT1
4832,KPO,OHT3
4833,KPO,DHT3A
4834,GSI,DMD
4835,KDJ,OHT3
4836,KDJ,DHT3A
4837,PZL,DHT4A
4838,PZL,OHT4
4839,FEJ,OHT3
4840,FEJ,DHT3A
4841,JTR,DMD
4842,OYF,OHT3
4843,OYF,DHT3A
4844,PRP,OHT3
4845,PRP,DHT3A
4846,DFK,DIHD
4847,KPW,OIR
4848,KLC,DHT1B
4849,KLC,OHT1
4850,JDY,DHT6C
4851,JDY,OHT6
4852,CHC,DCTD
4853,OOF,CBER
4854,FYC,DHT4B
4855,FYC,OHT4
4856,DRZ,DHT2A
4857,DRZ,OHT2
4858,QCG,DHT6C
4859,QCG,OHT6
4860,HEM,OHT3
4861,HEM,DHT3B
4862,GZK,DHT5A
4863,GZK,OHT5
4864,FRL,DHT3C
4865,FRL,OHT3
4866,OGH,DHT1C
4867,OGH,OHT1
4868,LXE,OIR
4869,BSZ,DHT1C
4870,BSZ,OHT1
4871,ICL,OIR
4872,LYP,DHT6B
4873,LYP,OHT6
4874,GNF,DMD
4875,PMX,DHT4B
4876,PMX,OHT4
4877,JQA,DCTD
4878,NZD,DHT3C
4879,NZD,OHT3
4880,FBW,OHT3
4881,FBW,DHT3B
4882,KYF,DHT1A
4883,KYF,OHT1
4884,MVN,DHT1A
4885,MVN,OHT1
4886,QIX,DHT3C
4887,QIX,OHT3
4888,EKF,DHT1B
4889,EKF,OHT1
4890,CZJ,DIHD
4891,GRP,DMD
4892,KGD,OHT3
4893,KGD,DHT3B
4894,NYO,DIHD
4895,QBT,DHT1A
4896,QBT,OHT1
4897,LYA,DHT1C
4898,LYA,OHT1
4899,GWQ,DHT5A
4900,GWQ,OHT5
4901,MHC,DHT3C
4902,MHC,OHT3
4903,EXJ,OHT3
4904,EXJ,DHT3B
4905,DFD,OIR
4906,LXY,OHT6
4907,LXY,DHT6A
4908,NPL,DHT1B
4909,NPL,OHT1
4910,MCE,DMD
4911,PRI,DMD
4912,MLW,OHT3
4913,MLW,DHT3A
4914,FAP,OHT3
4915,FAP,DHT3B
4916,MFJ,DHT4A
4917,MFJ,OHT4
4918,NAS,DHT1C
4919,NAS,OHT1
4920,OUL,DCTD
4921,IXL,OIR
4922,KLB,DCTD
4923,KFF,DIHD
4924,KMO,DHT3C
4925,KMO,OHT3
4926,CZZ,DIHD
4927,IOY,DHT5B
4928,IOY,OHT5
4929,PTS,OHT3
4930,PTS,DHT3B
4931,GPF,DMD
4932,PWN,DHT3C
4933,PWN,OHT3
4934,OJN,DMD
4935,EPW,DHT4A
4936,EPW,OHT4
4937,KCR,DHT1B
4938,KCR,OHT1
4939,PIV,DIHD
4940,IKX,DHT5B
4941,IKX,OHT5
4942,ORG,CBER
4943,MMA,OHT3
4944,MMA,DHT3B
4945,JWR,DIHD
4946,EIR,DHT1B
4947,EIR,OHT1
4948,LBE,DHT5B
4949,LBE,OHT5
4950,PNB,OHT3
4951,PNB,DHT3A
4952,JTQ,DMD
4953,KTQ,DIHD
4954,KBG,DHT1C
4955,KBG,OHT1
4956,HGY,OHT3
4957,HGY,DHT3B
4958,PUZ,DCTD
4959,PQQ,CBER
4960,PGG,DIHD
4961,FEC,OHT3
4962,FEC,DHT3A
4963,JCY,DHT4A
4964,JCY,OHT4
4965,KYZ,DHT3C
4966,KYZ,OHT3
4967,OAM,DCTD
4968,OMG,DMD
4969,BSJ,DHT1C
4970,BSJ,OHT1
4971,CFN,DIHD
4972,LAN,DCTD
4973,MED,DHT4B
4974,MED,OHT4
4975,NKT,OHT2
4976,NKT,DHT2C
4977,MYX,CBER
4978,OTD,DHT2B
4979,OTD,OHT2
4980,PCE,DHT5B
4981,PCE,OHT5
4982,BWK,DHT5B
4983,BWK,OHT5
4984,MYA,OIR
4985,GSB,DMD
4986,CBN,DHT1C
4987,CBN,OHT1
4988,QEK,DHT2A
4989,QEK,OHT2
4990,OXH,DHT4B
4991,OXH,OHT4
4992,NLZ,DHT1C
4993,NLZ,OHT1
4994,PNV,DHT1C
4995,PNV,OHT1
4996,PSP,DHT5A
4997,PSP,OHT5
4998,DRF,DHT2A
4999,DRF,OHT2
5000,JEO,DHT1B
5001,JEO,OHT1
5002,KLX,DHT1C
5003,KLX,OHT1
5004,BYR,DHT1C
5005,BYR,OHT1
5006,MVE,DIHD
5007,KRE,DHT2A
5008,KRE,OHT2
5009,OEJ,DHT4A
5010,OEJ,OHT4
5011,OLF,DHT1C
5012,OLF,OHT1
5013,KZY,DCTD
5014,DIP,DCTD
5015,OEO,OIR
5016,GWZ,DHT5A
5017,GWZ,OHT5
5018,DRM,DHT2B
5019,DRM,OHT2
5020,IWK,OIR
5021,HED,OHT3
5022,HED,DHT3B
5023,DGC,DIHD
5024,FZX,DHT4A
5025,FZX,OHT4
5026,MXK,DHT1A
5027,MXK,OHT1
5028,HYD,OIR
5029,DTE,DHT2A
5030,DTE,OHT2
5031,LEQ,DCTD
5032,MTL,CBER
5033,FDW,OHT3
5034,FDW,DHT3A
5035,JBX,DIHD
5036,JXK,DHT5B
5037,JXK,OHT5
5038,MJL,DMD
5039,EPP,DHT1C
5040,EPP,OHT1
5041,ETT,DHT1C
5042,ETT,OHT1
5043,LDG,DHT1C
5044,LDG,OHT1
5045,GGW,DIHD
5046,JQJ,DCTD
5047,HMQ,DHT1A
5048,HMQ,OHT1
5049,FPA,DHT3C
5050,FPA,OHT3
5051,DKX,DCTD
5052,CJJ,DCTD
5053,OFN,OHT2
5054,OFN,DHT2C
5055,MLH,DIHD
5056,MLP,DHT1A
5057,MLP,OHT1
5058,PSK,OHT3
5059,PSK,DHT3A
5060,JNP,DCTD
5061,IZL,OIR
5062,KCF,DHT1C
5063,KCF,OHT1
5064,FPL,DHT3C
5065,FPL,OHT3
5066,MLC,DHT2A
5067,MLC,OHT2
5068,GMJ,DMD
5069,QGG,OHT3
5070,QGG,DHT3A
5071,OYY,DIHD
5072,JCQ,DHT4A
5073,JCQ,OHT4
5074,NEU,DHT4B
5075,NEU,OHT4
5076,PKE,DHT4A
5077,PKE,OHT4
5078,MUH,OIR
5079,GSQ,DMD
5080,LPX,DCTD
5081,FCW,OHT3
5082,FCW,DHT3B
5083,OXR,DCTD
5084,LZY,OHT6
5085,LZY,DHT6A
5086,KWA,OHT6
5087,KWA,DHT6A
5088,EMI,DHT1B
5089,EMI,OHT1
5090,EMJ,DHT1B
5091,EMJ,OHT1
5092,DMN,DCTD
5093,NWS,OHT3
5094,NWS,DHT3A
5095,LTB,DCTD
5096,JAO,OIR
5097,NAC,DHT4B
5098,NAC,OHT4
5099,KON,DHT1B
5100,KON,OHT1
5101,HDK,OHT3
5102,HDK,DHT3B
5103,KTR,DHT1C
5104,KTR,OHT1
5105,OND,DCTD
5106,ESX,DHT1C
5107,ESX,OHT1
5108,QDY,DHT1A
5109,QDY,OHT1
5110,GWI,DHT5A
5111,GWI,OHT5
5112,LOA,OHT3
5113,LOA,DHT3B
5114,PUQ,DMD
5115,KPH,OHT3
5116,KPH,DHT3A
5117,IZG,OIR
5118,HWD,OHT6
5119,HWD,DHT6A
5120,FTO,OHT3
5121,FTO,DHT3B
5122,MQZ,DHT4B
5123,MQZ,OHT4
5124,OCW,OHT3
5125,OCW,DHT3A
5126,OJL,DHT3C
5127,OJL,OHT3
5128,OIS,DHT6C
5129,OIS,OHT6
5130,DMJ,DCTD
5131,HLJ,DHT1A
5132,HLJ,OHT1
5133,MQV,DHT6C
5134,MQV,OHT6
5135,JKZ,DCTD
5136,MNE,DHT5B
5137,MNE,OHT5
5138,CJR,DCTD
5139,IZO,OIR
5140,DBH,DIHD
5141,NMG,OHT3
5142,NMG,DHT3B
5143,FOK,DHT3C
5144,FOK,OHT3
5145,JQP,DCTD
5146,OVF,DMD
5147,BYI,DHT1C
5148,BYI,OHT1
5149,NOC,DHT4A
5150,NOC,OHT4
5151,OHI,DHT5B
5152,OHI,OHT5
5153,JGX,DCTD
5154,JIA,DCTD
5155,HPH,DHT5B
5156,HPH,OHT5
5157,MVU,DIHD
5158,OVG,CBER
5159,FYA,DHT4B
5160,FYA,OHT4
5161,LKA,DMD
5162,DDX,DIHD
5163,DEI,DIHD
5164,CIQ,DCTD
5165,EBG,DHT1B
5166,EBG,OHT1
5167,OAD,DHT2A
5168,OAD,OHT2
5169,LZH,DHT3C
5170,LZH,OHT3
5171,HNO,DHT1A
5172,HNO,OHT1
5173,OPM,DMD
5174,KSQ,CBER
5175,JSW,DMD
5176,GMT,DMD
5177,DTA,DHT2A
5178,DTA,OHT2
5179,DXO,DHT2A
5180,DXO,OHT2
5181,DMQ,DCTD
5182,HJI,DHT1A
5183,HJI,OHT1
5184,GTH,DMD
5185,QAD,OHT6
5186,QAD,DHT6A
5187,FMR,DHT3C
5188,FMR,OHT3
5189,GOO,DMD
5190,GNQ,DMD
5191,FTL,DHT4B
5192,FTL,OHT4
5193,KNM,DHT5B
5194,KNM,OHT5
5195,QDC,OIR
5196,NQS,DHT1B
5197,NQS,OHT1
5198,GPZ,DMD
5199,MNH,DHT6B
5200,MNH,OHT6
5201,GEX,DHT4A
5202,GEX,OHT4
5203,NYH,DHT1B
5204,NYH,OHT1
5205,DQD,DHT2A
5206,DQD,OHT2
5207,LKZ,DIHD
5208,NJC,DHT4B
5209,NJC,OHT4
5210,GZP,DHT5A
5211,GZP,OHT5
5212,LDH,DHT3C
5213,LDH,OHT3
5214,CES,DCTD
5215,NYC,DHT1B
5216,NYC,OHT1
5217,LRX,DHT1A
5218,LRX,OHT1
5219,JTZ,DMD
5220,HRL,DHT1A
5221,HRL,OHT1
5222,LFK,OHT3
5223,LFK,DHT3A
5224,JLY,DCTD
5225,DJI,DCTD
5226,PZH,DIHD
5227,FLB,OHT3
5228,FLB,DHT3A
5229,MLZ,DHT1A
5230,MLZ,OHT1
5231,NIK,DHT2A
5232,NIK,OHT2
5233,FSQ,DHT4A
5234,FSQ,OHT4
5235,FRI,DHT3C
5236,FRI,OHT3
5237,KKR,OIR
5238,HIH,OHT3
5239,HIH,DHT3B
5240,DMY,DCTD
5241,MGZ,DHT2B
5242,MGZ,OHT2
5243,DLZ,DCTD
5244,JBH,DIHD
5245,ETC,DHT1C
5246,ETC,OHT1
5247,MFX,DHT2B
5248,MFX,OHT2
5249,BYE,DHT1C
5250,BYE,OHT1
5251,LGS,DCTD
5252,EXX,OHT3
5253,EXX,DHT3A
5254,KZC,DMD
5255,MDI,DHT6B
5256,MDI,OHT6
5257,PXR,DHT4A
5258,PXR,OHT4
5259,CAG,DHT1C
5260,CAG,OHT1
5261,LKJ,DIHD
5262,JOW,DHT2B
5263,JOW,OHT2
5264,FRT,DHT4B
5265,FRT,OHT4
5266,DMK,DCTD
5267,NVC,DHT6C
5268,NVC,OHT6
5269,FJS,OHT3
5270,FJS,DHT3A
5271,JGD,DCTD
5272,FZI,DHT4A
5273,FZI,OHT4
5274,KSO,CBER
5275,NAO,DCTD
5276,JGP,DCTD
5277,JOC,DCTD
5278,GOS,DMD
5279,NLG,DHT2A
5280,NLG,OHT2
5281,PJC,DCTD
5282,NIP,OHT2
5283,NIP,DHT2C
5284,MTE,DHT2A
5285,MTE,OHT2
5286,LYR,DMD
5287,FWI,DHT4A
5288,FWI,OHT4
5289,JEI,DHT1C
5290,JEI,OHT1
5291,CFG,DCTD
5292,OCS,OHT3
5293,OCS,DHT3A
5294,MJY,DMD
5295,DCB,DIHD
5296,IKO,DHT5B
5297,IKO,OHT5
5298,JBD,DIHD
5299,FAQ,OHT3
5300,FAQ,DHT3B
5301,LJS,DHT3C
5302,LJS,OHT3
5303,LAA,DCTD
5304,JGC,DCTD
5305,DYG,OHT2
5306,DYG,DHT2C
5307,KYD,DHT1A
5308,KYD,OHT1
5309,PHY,CBER
5310,QEC,DHT1C
5311,QEC,OHT1
5312,HKF,DHT1A
5313,HKF,OHT1
5314,LDR,DHT3C
5315,LDR,OHT3
5316,MYY,CBER
5317,GPT,DMD
5318,NTG,OHT6
5319,NTG,DHT6A
5320,NRN,DHT4B
5321,NRN,OHT4
5322,PIF,OHT3
5323,PIF,DHT3A
5324,MRQ,DHT1C
5325,MRQ,OHT1
5326,HFZ,OHT3
5327,HFZ,DHT3B
5328,LDK,DHT5B
5329,LDK,OHT5
5330,NRQ,DHT1B
5331,NRQ,OHT1
5332,LZK,DHT4B
5333,LZK,OHT4
5334,ODV,DIHD
5335,MTK,CBER
5336,ITW,DHT5B
5337,ITW,OHT5
5338,IME,DHT5B
5339,IME,OHT5
5340,ISW,DHT5B
5341,ISW,OHT5
5342,CCL,DHT1C
5343,CCL,OHT1
5344,QEP,DMD
5345,QGL,DHT5B
5346,QGL,OHT5
5347,GOW,DMD
5348,IGE,OIR
5349,QGA,OHT3
5350,QGA,DHT3B
5351,POQ,DHT3C
5352,POQ,OHT3
5353,PSG,OHT3
5354,PSG,DHT3A
5355,IEZ,OIR
5356,PDR,DHT1C
5357,PDR,OHT1
5358,LRF,DMD
5359,PIK,OHT3
5360,PIK,DHT3A
5361,LHR,OIR
5362,MGA,DIHD
5363,JYP,DHT1C
5364,JYP,OHT1
5365,PXW,DHT4A
5366,PXW,OHT4
5367,PKQ,DHT5A
5368,PKQ,OHT5
5369,NDQ,DHT5A
5370,NDQ,OHT5
5371,KID,DHT5B
5372,KID,OHT5
5373,CJH,DCTD
5374,CHK,DCTD
5375,PYF,DHT4A
5376,PYF,OHT4
5377,CZY,DIHD
5378,NJO,DMD
5379,OOG,OHT6
5380,OOG,DHT6A
5381,CAN,DHT1C
5382,CAN,OHT1
5383,QAG,OHT3
5384,QAG,DHT3A
5385,GFE,DHT4B
5386,GFE,OHT4
5387,PQU,DCTD
5388,BTG,DHT1C
5389,BTG,OHT1
5390,DJA,DCTD
5391,JCC,OIR
5392,JZH,DIHD
5393,FFA,OHT3
5394,FFA,DHT3B
5395,NOA,OHT3
5396,NOA,DHT3B
5397,NQW,DHT6B
5398,NQW,OHT6
5399,HPF,DHT1A
5400,HPF,OHT1
5401,OCG,OHT6
5402,OCG,DHT6A
5403,PTC,DCTD
5404,LWX,OHT2
5405,LWX,DHT2C
5406,OJE,DHT2B
5407,OJE,OHT2
5408,JZA,DHT1C
5409,JZA,OHT1
5410,DQK,DHT2A
5411,DQK,OHT2
5412,JSX,DMD
5413,FCR,OHT3
5414,FCR,DHT3B
5415,LOH,DHT1A
5416,LOH,OHT1
5417,GJJ,DIHD
5418,CKB,DCTD
5419,EFC,DHT1B
5420,EFC,OHT1
5421,EWQ,DHT1C
5422,EWQ,OHT1
5423,DMF,DCTD
5424,FAS,OHT3
5425,FAS,DHT3B
5426,OJH,DHT6B
5427,OJH,OHT6
5428,ITO,DHT5B
5429,ITO,OHT5
5430,NXF,DHT4A
5431,NXF,OHT4
5432,DPI,DCTD
5433,QFC,DHT4B
5434,QFC,OHT4
5435,ONB,DHT3C
5436,ONB,OHT3
5437,CED,DCTD
5438,JDK,OHT6
5439,JDK,DHT6A
5440,MOE,DHT1A
5441,MOE,OHT1
5442,KTE,DHT1C
5443,KTE,OHT1
5444,MKD,DHT5B
5445,MKD,OHT5
5446,IWI,OIR
5447,FMT,DHT3C
5448,FMT,OHT3
5449,HWW,OHT6
5450,HWW,DHT6A
5451,GXM,DHT5A
5452,GXM,OHT5
5453,KDZ,OIR
5454,JPA,DIHD
5455,NRA,OHT6
5456,NRA,DHT6A
5457,KZL,CBER
5458,HEC,OHT3
5459,HEC,DHT3B
5460,LBL,DHT1C
5461,LBL,OHT1
5462,KCD,DHT1C
5463,KCD,OHT1
5464,ILT,DHT5B
5465,ILT,OHT5
5466,JFN,DCTD
5467,GNB,DMD
5468,EKA,DHT1B
5469,EKA,OHT1
5470,PJZ,DHT1A
5471,PJZ,OHT1
5472,FKA,OHT3
5473,FKA,DHT3A
5474,PIH,OHT3
5475,PIH,DHT3B
5476,HDA,OHT3
5477,HDA,DHT3B
5478,OEA,DHT3C
5479,OEA,OHT3
5480,LQE,DHT1A
5481,LQE,OHT1
5482,DLD,DCTD
5483,HWN,OHT6
5484,HWN,DHT6A
5485,PIE,OHT3
5486,PIE,DHT3A
5487,IAY,OIR
5488,NHY,DMD
5489,HGS,OHT3
5490,HGS,DHT3B
5491,HAM,DHT4A
5492,HAM,OHT4
5493,QCT,OHT2
5494,QCT,DHT2C
5495,GOX,DMD
5496,IML,DHT5B
5497,IML,OHT5
5498,LLC,DHT3C
5499,LLC,OHT3
5500,HIM,OHT3
5501,HIM,DHT3B
5502,ERA,DHT1C
5503,ERA,OHT1
5504,FHH,OHT3
5505,FHH,DHT3A
5506,PZM,OIR
5507,PNF,DHT2B
5508,PNF,OHT2
5509,OWF,DMD
5510,ITX,OIR
5511,NYZ,DHT5B
5512,NYZ,OHT5
5513,CJK,DCTD
5514,KMB,OHT6
5515,KMB,DHT6A
5516,JBT,DIHD
5517,QAT,DIHD
5518,ODW,DCTD
5519,EBC,DHT1B
5520,EBC,OHT1
5521,PYJ,DHT4B
5522,PYJ,OHT4
5523,HOC,DHT1A
5524,HOC,OHT1
5525,LXJ,DHT5B
5526,LXJ,OHT5
5527,KJN,OIR
5528,DXG,DHT2A
5529,DXG,OHT2
5530,CAT,DHT1C
5531,CAT,OHT1
5532,KXO,OHT3
5533,KXO,DHT3B
5534,KHP,DCTD
5535,QGP,DHT6B
5536,QGP,OHT6
5537,OXT,DHT4A
5538,OXT,OHT4
5539,DSB,DHT2A
5540,DSB,OHT2
5541,OBY,OHT3
5542,OBY,DHT3B
5543,JTB,DMD
5544,QHZ,OHT3
5545,QHZ,DHT3B
5546,IZJ,OIR
5547,JOJ,DHT4B
5548,JOJ,OHT4
5549,JDR,OHT6
5550,JDR,DHT6A
5551,PEZ,DHT3C
5552,PEZ,OHT3
5553,JXC,DMD
5554,HFB,OHT3
5555,HFB,DHT3B
5556,IFL,OIR
5557,DOE,DCTD
5558,GON,DMD
5559,KAY,DHT1C
5560,KAY,OHT1
5561,EKW,DHT1B
5562,EKW,OHT1
5563,FMI,DHT3C
5564,FMI,OHT3
5565,IWX,OIR
5566,PPB,OHT3
5567,PPB,DHT3B
5568,NYQ,DIHD
5569,QIC,CBER
5570,QDF,DHT4A
5571,QDF,OHT4
5572,KBX,DHT1C
5573,KBX,OHT1
5574,LIH,DHT5B
5575,LIH,OHT5
5576,PHF,DIHD
5577,DLJ,DCTD
5578,QJE,DCTD
5579,DTH,DHT4B
5580,DTH,OHT4
5581,MLO,DHT2A
5582,MLO,OHT2
5583,MVK,DHT2A
5584,MVK,OHT2
5585,PRR,OHT3
5586,PRR,DHT3A
5587,MZR,DHT3C
5588,MZR,OHT3
5589,IRP,DHT5B
5590,IRP,OHT5
5591,JSH,DMD
5592,HYQ,OIR
5593,FGX,OHT3
5594,FGX,DHT3A
5595,GGF,DIHD
5596,KAW,DHT1C
5597,KAW,OHT1
5598,IEG,OIR
5599,QBY,DHT1C
5600,QBY,OHT1
5601,IXR,OIR
5602,MIR,DHT2B
5603,MIR,OHT2
5604,LZI,DHT1C
5605,LZI,OHT1
5606,KHM,DCTD
5607,OJP,DHT6C
5608,OJP,OHT6
5609,LYL,DHT1A
5610,LYL,OHT1
5611,BYD,DHT1C
5612,BYD,OHT1
5613,PWH,DHT3C
5614,PWH,OHT3
5615,HQF,DHT1A
5616,HQF,OHT1
5617,DTF,DHT2A
5618,DTF,OHT2
5619,KKJ,OIR
5620,FPO,DHT3C
5621,FPO,OHT3
5622,EYJ,OHT3
5623,EYJ,DHT3B
5624,KSA,DIHD
5625,JXA,DMD
5626,GGL,DIHD
5627,LNL,OHT3
5628,LNL,DHT3B
5629,GQR,DMD
5630,ONY,OHT3
5631,ONY,DHT3A
5632,HMP,DHT4B
5633,HMP,OHT4
5634,FFN,OHT3
5635,FFN,DHT3A
5636,EHL,DHT1B
5637,EHL,OHT1
5638,DOG,DCTD
5639,QGH,DHT5B
5640,QGH,OHT5
5641,JYH,DHT1C
5642,JYH,OHT1
5643,KYM,OHT6
5644,KYM,DHT6A
5645,MQX,DHT3C
5646,MQX,OHT3
5647,KDX,OIR
5648,IBK,OIR
5649,PUA,OHT3
5650,PUA,DHT3B
5651,GJG,DIHD
5652,JGZ,DCTD
5653,QIQ,DMD
5654,JDB,OHT6
5655,JDB,DHT6A
5656,FWX,DHT4A
5657,FWX,OHT4
5658,DZI,DHT1B
5659,DZI,OHT1
5660,PDF,DIHD
5661,GTD,DMD
5662,LBX,OHT3
5663,LBX,DHT3B
5664,KAO,DHT1C
5665,KAO,OHT1
5666,NVH,DHT4B
5667,NVH,OHT4
5668,PXE,DHT1C
5669,PXE,OHT1
5670,DYH,DHT1B
5671,DYH,OHT1
5672,JLN,DCTD
5673,JWK,DMD
5674,ISP,DHT5B
5675,ISP,OHT5
5676,DOA,DCTD
5677,NYV,OHT3
5678,NYV,DHT3A
5679,JCO,DIHD
5680,OEM,DMD
5681,DJY,DCTD
5682,EJL,DHT1B
5683,EJL,OHT1
5684,DRL,DHT2A
5685,DRL,OHT2
5686,KXG,DHT3C
5687,KXG,OHT3
5688,MMX,OHT2
5689,MMX,DHT2C
5690,DPB,DCTD
5691,FMJ,DHT3C
5692,FMJ,OHT3
5693,MNK,OHT3
5694,MNK,DHT3A
5695,OKX,OHT3
5696,OKX,DHT3B
5697,OXF,DHT4B
5698,OXF,OHT4
5699,NCR,DHT1A
5700,NCR,OHT1
5701,MBD,OHT6
5702,MBD,DHT6A
5703,IWH,OIR
5704,EAG,OIR
5705,OBE,DIHD
5706,KCG,DHT1C
5707,KCG,OHT1
5708,FHG,OHT3
5709,FHG,DHT3B
5710,LTI,OHT3
5711,LTI,DHT3A
5712,PHT,OHT3
5713,PHT,DHT3A
5714,KFM,DHT2B
5715,KFM,OHT2
5716,PRO,OHT3
5717,PRO,DHT3A
5718,EYF,DHT4B
5719,EYF,OHT4
5720,DEX,DIHD
5721,HMC,DHT1A
5722,HMC,OHT1
5723,MND,OHT3
5724,MND,DHT3A
5725,NMN,DHT5A
5726,NMN,OHT5
5727,GZE,DHT1C
5728,GZE,OHT1
